symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
ORIENTTECH,INE0PPK01015,2024-09-02,BSE,EQ,T,sell,false,72.000000,334.000000,2530500,1725247800000240703,2024-09-02T09:33:41
VOITHPAPR,INE285C01015,2024-09-02,BSE,EQ,X,sell,false,5.000000,3000.000000,6031400,1725247800001255202,2024-09-02T09:52:19
STYLAMIND,INE239C01020,2024-09-03,NSE,EQ,EQ,buy,false,5.000000,2024.000000,606510231,1300000032872539,2024-09-03T13:58:29
LTIM,INE214T01019,2024-09-03,NSE,EQ,EQ,buy,false,2.000000,6155.000000,407621288,1200000041890042,2024-09-03T14:22:13
INTERARCH,INE00M901018,2024-09-03,NSE,EQ,EQ,buy,false,4.000000,1140.449951,207190854,1100000040391660,2024-09-03T14:24:07
INTERARCH,INE00M901018,2024-09-03,NSE,EQ,EQ,buy,false,4.000000,1140.500000,207190855,1100000040391660,2024-09-03T14:24:07
DYCL,INE600Y01019,2024-09-03,BSE,EQ,B,buy,false,8.000000,565.799988,30264600,1725352053972899273,2024-09-03T14:25:45
DYCL,INE600Y01019,2024-09-03,BSE,EQ,B,buy,false,12.000000,565.750000,30264400,1725352053972899273,2024-09-03T14:25:45
ITBEES,INF204KB15V2,2024-09-03,NSE,EQ,EQ,buy,false,25.000000,46.009998,407723629,1200000042386983,2024-09-03T14:26:43
ITBEES,INF204KB15V2,2024-09-03,NSE,EQ,EQ,buy,false,120.000000,46.029999,407723630,1200000042386983,2024-09-03T14:26:43
ITBEES,INF204KB15V2,2024-09-03,NSE,EQ,EQ,buy,false,5.000000,46.009998,407723628,1200000042386983,2024-09-03T14:26:43
POKARNA,INE637C01025,2024-09-04,NSE,EQ,EQ,sell,false,19.000000,1010.000000,403038464,1200000015096282,2024-09-04T10:09:17
ALKEM,INE540L01014,2024-09-05,BSE,EQ,A,sell,false,1.000000,6292.549805,2728600,1725511613035531758,2024-09-05T11:03:59
POLYCAB,INE455K01017,2024-09-05,NSE,EQ,EQ,buy,false,1.000000,6601.200195,409970980,1200000050992497,2024-09-05T14:50:32
POLYCAB,INE455K01017,2024-09-05,NSE,EQ,EQ,buy,false,1.000000,6601.200195,409975969,1200000051014710,2024-09-05T14:50:44
AMBER,INE371P01015,2024-09-06,NSE,EQ,EQ,buy,false,2.000000,4495.000000,3766295,1000000022985670,2024-09-06T11:25:01
CENTURYPLY,INE348B01021,2024-09-09,NSE,EQ,EQ,buy,false,6.000000,795.450012,7164099,1000000047045645,2024-09-09T15:16:26
ZAGGLE,INE07K301024,2024-09-11,BSE,EQ,B,sell,false,15.000000,417.299988,4121000,1726025400078969076,2024-09-11T11:25:35
ZAGGLE,INE07K301024,2024-09-12,NSE,EQ,EQ,sell,false,6.000000,432.350006,602278268,1300000012043829,2024-09-12T10:02:49
ARVINDFASN,INE955V01021,2024-09-13,BSE,EQ,A,sell,false,6.000000,595.000000,61293700,1726203623438842963,2024-09-13T10:35:12
ARVINDFASN,INE955V01021,2024-09-13,BSE,EQ,A,sell,false,5.000000,595.000000,61341800,1726203623438842963,2024-09-13T10:35:12
TRIVENI,INE256C01024,2024-09-16,BSE,EQ,A,sell,false,2.000000,485.600006,6021800,1726458318477092246,2024-09-16T09:15:32
TRIVENI,INE256C01024,2024-09-16,BSE,EQ,A,sell,false,13.000000,485.600006,6044700,1726458318477092246,2024-09-16T09:15:32
ABDL,INE552Z01027,2024-09-16,NSE,EQ,EQ,sell,false,5.000000,370.000000,1455787,1000000008725399,2024-09-16T09:48:02
NTPC,INE733E01010,2024-09-18,NSE,EQ,EQ,buy,false,1.000000,416.750000,405645202,1200000035729251,2024-09-18T12:13:28
ZAGGLE,INE07K301024,2024-09-18,BSE,EQ,B,sell,false,7.000000,460.000000,5252400,1726636706229454699,2024-09-18T12:15:04
RAYMONDLSL,INE02ID01020,2024-09-18,NSE,EQ,BE,buy,false,3.000000,2350.000000,605904329,1300000035186721,2024-09-18T13:32:06
ESABINDIA,INE284A01012,2024-09-19,NSE,EQ,EQ,buy,false,2.000000,5999.399902,206446783,1100000039312669,2024-09-19T11:52:18
AMIORG,INE00FF01017,2024-09-20,NSE,EQ,EQ,sell,false,2.000000,1602.250000,3893498,1000000024280036,2024-09-20T11:25:37
AMIORG,INE00FF01017,2024-09-20,NSE,EQ,EQ,sell,false,4.000000,1602.199951,3893499,1000000024280036,2024-09-20T11:25:37
JYOTIRES,INE577D01013,2024-09-23,BSE,EQ,B,sell,false,7.000000,1602.000000,21287400,1727062200004272916,2024-09-23T11:22:30
WELSPUNLIV,INE192B01031,2024-09-23,BSE,EQ,A,buy,false,30.000000,174.600006,3810000,1727068505121336108,2024-09-23T11:24:55
AADHARHFC,INE883F01010,2024-09-23,NSE,EQ,EQ,sell,false,10.000000,500.000000,8137084,1000000048748462,2024-09-23T15:18:58
NORTHARC,INE850M01015,2024-09-24,NSE,EQ,EQ,buy,false,8.000000,322.200012,800809180,1400000001769040,2024-09-24T11:12:54
NORTHARC,INE850M01015,2024-09-24,NSE,EQ,EQ,buy,false,11.000000,322.299988,800809181,1400000001769040,2024-09-24T11:12:54
NORTHARC,INE850M01015,2024-09-24,NSE,EQ,EQ,buy,false,31.000000,322.350006,800809182,1400000001769040,2024-09-24T11:12:54
PNB,INE160A01022,2024-09-25,BSE,EQ,A,sell,false,100.000000,105.000000,4741400,1727249831652941733,2024-09-25T14:54:34
JTLIND,INE391J01024,2024-09-27,NSE,EQ,EQ,buy,false,50.000000,229.490005,409832454,1200000058220921,2024-09-27T15:03:56
SATIN,INE836B01017,2024-10-03,BSE,EQ,A,buy,false,10.000000,186.000000,119667900,1727935767530157879,2024-10-03T11:42:40
GMRINFRA,INE776C01039,2024-10-03,NSE,EQ,EQ,buy,false,100.000000,89.050003,209842174,1100000055474737,2024-10-03T14:38:23
SATIN,INE836B01017,2024-10-07,BSE,EQ,A,sell,false,53.000000,179.199997,157194800,1728284171937029567,2024-10-07T12:30:19
GOODLUCK,INE127I01024,2024-10-08,BSE,EQ,B,sell,false,4.000000,1050.000000,491200,1728358200001148068,2024-10-08T09:15:07
GOODLUCK,INE127I01024,2024-10-08,BSE,EQ,B,sell,false,2.000000,1050.000000,491100,1728358200001148068,2024-10-08T09:15:07
GOODLUCK,INE127I01024,2024-10-08,BSE,EQ,B,sell,false,2.000000,1050.050049,490800,1728358200001148068,2024-10-08T09:15:07
INOXGREEN,INE510W01014,2024-10-10,NSE,EQ,EQ,buy,false,2.000000,193.550003,206019779,1100000035250482,2024-10-10T13:57:24
INOXGREEN,INE510W01014,2024-10-10,NSE,EQ,EQ,buy,false,1.000000,193.619995,206019784,1100000035250482,2024-10-10T13:57:24
INOXGREEN,INE510W01014,2024-10-10,NSE,EQ,EQ,buy,false,12.000000,193.619995,206019785,1100000035250482,2024-10-10T13:57:24
INOXGREEN,INE510W01014,2024-10-10,NSE,EQ,EQ,buy,false,12.000000,193.610001,206019783,1100000035250482,2024-10-10T13:57:24
INOXGREEN,INE510W01014,2024-10-10,NSE,EQ,EQ,buy,false,1.000000,193.600006,206019782,1100000035250482,2024-10-10T13:57:24
INOXGREEN,INE510W01014,2024-10-10,NSE,EQ,EQ,buy,false,1.000000,193.550003,206019781,1100000035250482,2024-10-10T13:57:24
INOXGREEN,INE510W01014,2024-10-10,NSE,EQ,EQ,buy,false,1.000000,193.550003,206019780,1100000035250482,2024-10-10T13:57:24
INOXGREEN,INE510W01014,2024-10-10,NSE,EQ,EQ,buy,false,1.000000,193.600006,206038231,1100000035350225,2024-10-10T13:58:28
INOXGREEN,INE510W01014,2024-10-10,NSE,EQ,EQ,buy,false,1.000000,193.550003,206038230,1100000035350225,2024-10-10T13:58:28
INOXGREEN,INE510W01014,2024-10-10,NSE,EQ,EQ,buy,false,17.000000,193.610001,206038232,1100000035350225,2024-10-10T13:58:28
INOXGREEN,INE510W01014,2024-10-10,NSE,EQ,EQ,buy,false,1.000000,193.550003,206038229,1100000035350225,2024-10-10T13:58:28
INOXGREEN,INE510W01014,2024-10-10,NSE,EQ,EQ,buy,false,7.000000,193.630005,206040520,1100000035364870,2024-10-10T13:58:37
INOXGREEN,INE510W01014,2024-10-10,NSE,EQ,EQ,buy,false,23.000000,193.630005,206040519,1100000035364870,2024-10-10T13:58:37
JTLIND,INE391J01024,2024-10-10,NSE,EQ,EQ,buy,false,10.000000,216.000000,406605388,1200000040297066,2024-10-10T14:06:16
INTERARCH,INE00M901018,2024-10-10,BSE,EQ,B,sell,false,5.000000,1484.949951,25009700,1728546267297713001,2024-10-10T14:12:01
STYLAMIND,INE239C01020,2024-10-16,NSE,EQ,EQ,sell,false,4.000000,2661.399902,603767285,1300000018881407,2024-10-16T11:26:06
AMBER,INE371P01015,2024-10-16,NSE,EQ,EQ,sell,false,1.000000,5636.600098,5486347,1000000032257241,2024-10-16T13:33:56
PRECAM,INE484I01029,2024-10-16,BSE,EQ,B,sell,false,2.000000,301.350006,4838500,1729066088940279972,2024-10-16T14:16:18
PRECAM,INE484I01029,2024-10-16,BSE,EQ,B,sell,false,23.000000,301.299988,4838800,1729066088940279972,2024-10-16T14:16:18
HNDFDS,INE254N01026,2024-10-16,NSE,EQ,EQ,buy,false,4.000000,643.950012,206700568,1100000039394952,2024-10-16T14:37:09
ENGINERSIN,INE510A01028,2024-10-21,NSE,EQ,EQ,sell,false,60.000000,189.059998,200053711,1100000000282050,2024-10-21T09:15:03
STYLAMIND,INE239C01020,2024-10-22,NSE,EQ,EQ,sell,false,9.000000,2200.000000,604551831,1300000025450194,2024-10-22T11:21:55
AADHARHFC,INE883F01010,2024-10-22,BSE,EQ,B,sell,false,14.000000,419.000000,8853600,1729586364205209674,2024-10-22T14:31:01
TRIVENI,INE256C01024,2024-10-23,NSE,EQ,EQ,sell,false,13.000000,401.000000,605531173,1300000031002411,2024-10-23T11:41:13
TRIVENI,INE256C01024,2024-10-23,NSE,EQ,EQ,sell,false,1.000000,401.049988,605531172,1300000031002411,2024-10-23T11:41:13
TRIVENI,INE256C01024,2024-10-23,NSE,EQ,EQ,sell,false,1.000000,401.049988,605531171,1300000031002411,2024-10-23T11:41:13
